well,colony_id
A1,Standard_A
A2,Standard_A
A3,Standard_B
A4,Standard_B
A5,Standard_C
A6,Standard_C
A7,Standard_D
A8,Standard_D
A9,Standard_E
A10,Standard_E
A11,Standard_F
A12,Standard_F
B1,Standard_G
B2,Standard_G
B3,Standard_H
B4,Standard_H
B5,Standard_I
B6,Standard_I
B7,OFAV_SS_0AZ4
B8,OFAV_SS_0AZ4
B9,OFAV_SS_0DW46
B10,OFAV_SS_0DW46
B11,OFAV_SS_0EV3
B12,OFAV_SS_0EV3
C1,OFAV_SS_1AZ5
C2,OFAV_SS_1AZ5
C3,OFAV_SS_2AZ2
C4,OFAV_SS_2AZ2
C5,OFAV_SS_2AZ21
C6,OFAV_SS_2AZ21
C7,OFAV_SS_2AZ7_P1
C8,OFAV_SS_2AZ7_P1
C9,OFAV_SS_2AZ7_P2
C10,OFAV_SS_2AZ7_P2
C11,OFAV_SS_2DW40
C12,OFAV_SS_2DW40
D1,OFAV_SS_2DW44
D2,OFAV_SS_2DW44
D3,OFAV_SS_2EV10
D4,OFAV_SS_2EV10
D5,OFAV_SS_2EV3
D6,OFAV_SS_2EV3
D7,OFAV_SS_2EV30
D8,OFAV_SS_2EV30
D9,OFAV_SS_2EV34
D10,OFAV_SS_2EV34
D11,OFAV_SS_2EV36
D12,OFAV_SS_2EV36
E1,OFAV_SS_2EV44
E2,OFAV_SS_2EV44
E3,OFAV_SS_2EV6
E4,OFAV_SS_2EV6
E5,OFAV_SS_2JQ31
E6,OFAV_SS_2JQ31
E7,OFAV_SS_2JQ6
E8,OFAV_SS_2JQ6
E9,OFAV_SS_2JQ8
E10,OFAV_SS_2JQ8
E11,OFAV_SS_3EV30
E12,OFAV_SS_3EV30
F1,OFAV_SS_3JQ1_P1
F2,OFAV_SS_3JQ1_P1
F3,OFAV_SS_3JQ1_P2
F4,OFAV_SS_3JQ1_P2
F5,OFAV_SS_4DW11
F6,OFAV_SS_4DW11
F7,OFAV_SS_4DW14
F8,OFAV_SS_4DW14
F9,OFAV_SS_4EV14
F10,OFAV_SS_4EV14
F11,OFAV_SS_4EV15
F12,OFAV_SS_4EV15
G1,OFAV_SS_4JQ12
G2,OFAV_SS_4JQ12
G3,OFAV_SS_6JQ16
G4,OFAV_SS_6JQ16
G5,OFAV_SS_8EV24
G6,OFAV_SS_8EV24
G7,OFAV_SS_9AZ10
G8,OFAV_SS_9AZ10
G9,OFAV_SS_9AZ7
G10,OFAV_SS_9AZ7
G11,OFAV_SS_9AZ81_P1
G12,OFAV_SS_9AZ81_P1
H1,OFAV_SS_9DW37_P1
H2,OFAV_SS_9DW37_P1
H3,OFAV_SS_9DW37_P2
H4,OFAV_SS_9DW37_P2
H5,OFAV_SS_9EV2_P1
H6,OFAV_SS_9EV2_P1
H7,OFAV_SS_9EV41
H8,OFAV_SS_9EV41
H9,OFAV_SS_9JQ5
H10,OFAV_SS_9JQ5
H11,NA
H12,NA